budget_1e21,budget_flops,context_tokens,cost_function,domain,share,coefficient_source,boundary_scheme,p0,share_multiple,selected,selected_context
0.1,1e+20,8192,exponential,europarl,0.0011084633275466795,b6_b8_lambda10,legacy,0.012737064754468426,0.08702659120562355,True,True
0.1,1e+20,8192,exponential,hackernews,0.035928297042925494,b6_b8_lambda10,legacy,0.01165082237856243,3.083756311402853,True,True
0.1,1e+20,8192,exponential,pubmed_abstracts,0.027961334093747972,b6_b8_lambda10,legacy,0.06618116611255062,0.42249684821502975,True,True
0.1,1e+20,8192,exponential,uspto_backgrounds,0.025607525231624437,b6_b8_lambda10,legacy,0.07556475309321728,0.33888187525783076,True,True
1.0,1e+21,8192,exponential,arxiv,0.140306447287786,b6_b8_lambda10,legacy,0.11302252583217468,1.2414025102936097,True,True
1.0,1e+21,8192,exponential,freelaw,0.14288996917191227,b6_b8_lambda10,legacy,0.09682483215160405,1.4757574683752765,True,True
1.0,1e+21,8192,exponential,nih_exporter,0.02939201300993227,b6_b8_lambda10,legacy,0.005889680217640528,4.990425952481854,True,True
1.0,1e+21,8192,exponential,pubmed_central,0.16551214308735746,b6_b8_lambda10,legacy,0.11375419104995738,1.4549981988326879,True,True
1.0,1e+21,8192,exponential,wikipedia_en,0.04994150122247693,b6_b8_lambda10,legacy,0.07507775607969777,0.6651970414441024,True,True
1.0,1e+21,8192,exponential,dm_mathematics,0.012531450752843804,b6_b8_lambda10,legacy,0.02546285409735114,0.49214635189491307,True,True
1.0,1e+21,8192,exponential,github,0.06177623971962115,b6_b8_lambda10,legacy,0.11070066006999096,0.5580476185107014,True,True
1.0,1e+21,8192,exponential,philpapers,0.01401232907222879,b6_b8_lambda10,legacy,0.005487697351757549,2.5534077727047118,True,True
1.0,1e+21,8192,exponential,stackexchange,0.17890293014304953,b6_b8_lambda10,legacy,0.09943242344369017,1.7992413736588095,True,True
1.0,1e+21,8192,exponential,enron_emails,0.02829265422884842,b6_b8_lambda10,legacy,0.0022110330440804327,12.796124555712064,True,True
1.0,1e+21,8192,exponential,gutenberg_pg_19,0.0356148408413282,b6_b8_lambda10,legacy,0.04691494424769629,0.7591363778094447,True,True
1.0,1e+21,8192,exponential,pile_cc,0.010140915658385895,b6_b8_lambda10,legacy,0.11948759779117796,0.08487002706430359,True,True
1.0,1e+21,8192,exponential,ubuntu_irc,0.04325841156306204,b6_b8_lambda10,legacy,0.019599998284382344,2.2070620076294176,True,True
1.0,1e+21,8192,exponential,europarl,0.001094193631588041,b6_b8_lambda10,legacy,0.012737064754468426,0.085906262759964,True,True
1.0,1e+21,8192,exponential,hackernews,0.034507706430571744,b6_b8_lambda10,legacy,0.01165082237856243,2.961825810173374,True,True
1.0,1e+21,8192,exponential,pubmed_abstracts,0.02803657501473479,b6_b8_lambda10,legacy,0.06618116611255062,0.42363374146436994,True,True
1.0,1e+21,8192,exponential,uspto_backgrounds,0.02378967916427255,b6_b8_lambda10,legacy,0.07556475309321728,0.3148250763808546,True,True
10.0,1e+22,8192,exponential,arxiv,0.14033754209368876,b6_b8_lambda10,legacy,0.11302252583217468,1.2416776307235755,True,True
10.0,1e+22,8192,exponential,freelaw,0.14286934866825937,b6_b8_lambda10,legacy,0.09682483215160405,1.4755445012758799,True,True
10.0,1e+22,8192,exponential,nih_exporter,0.029399030055030213,b6_b8_lambda10,legacy,0.005889680217640528,4.991617366079646,True,True
10.0,1e+22,8192,exponential,pubmed_central,0.16548947222174476,b6_b8_lambda10,legacy,0.11375419104995738,1.4547989018625858,True,True
10.0,1e+22,8192,exponential,wikipedia_en,0.04992071866079101,b6_b8_lambda10,legacy,0.07507775607969777,0.6649202276077397,True,True
10.0,1e+22,8192,exponential,dm_mathematics,0.012695976645120385,b6_b8_lambda10,legacy,0.02546285409735114,0.4986077600170174,True,True
10.0,1e+22,8192,exponential,github,0.06175945083337852,b6_b8_lambda10,legacy,0.11070066006999096,0.5578959582926682,True,True
10.0,1e+22,8192,exponential,philpapers,0.014059305656046333,b6_b8_lambda10,legacy,0.005487697351757549,2.561968117929016,True,True
10.0,1e+22,8192,exponential,stackexchange,0.17888041121569734,b6_b8_lambda10,legacy,0.09943242344369017,1.7990148989680368,True,True
10.0,1e+22,8192,exponential,enron_emails,0.028286205229936082,b6_b8_lambda10,legacy,0.0022110330440804327,12.79320782005784,True,True
10.0,1e+22,8192,exponential,gutenberg_pg_19,0.035611566519602726,b6_b8_lambda10,legacy,0.04691494424769629,0.7590665850860816,True,True
10.0,1e+22,8192,exponential,pile_cc,0.010128425871294203,b6_b8_lambda10,legacy,0.11948759779117796,0.08476549916916991,True,True
10.0,1e+22,8192,exponential,ubuntu_irc,0.04324721625140974,b6_b8_lambda10,legacy,0.019599998284382344,2.206490818209405,True,True
10.0,1e+22,8192,exponential,europarl,0.0011687208616275296,b6_b8_lambda10,legacy,0.012737064754468426,0.09175747192598029,True,True
10.0,1e+22,8192,exponential,hackernews,0.034540271105993156,b6_b8_lambda10,legacy,0.01165082237856243,2.9646208639784453,True,True
10.0,1e+22,8192,exponential,pubmed_abstracts,0.027977267186724275,b6_b8_lambda10,legacy,0.06618116611255062,0.4227375978710453,True,True
10.0,1e+22,8192,exponential,uspto_backgrounds,0.02362907092365554,b6_b8_lambda10,legacy,0.07556475309321728,0.3126996378127052,True,True
1000.0,1e+24,8192,exponential,arxiv,0.14028655472201737,b6_b8_lambda10,legacy,0.11302252583217468,1.24122650497412,True,True
1000.0,1e+24,8192,exponential,freelaw,0.14288210509655427,b6_b8_lambda10,legacy,0.09682483215160405,1.4756762487626705,True,True
1000.0,1e+24,8192,exponential,nih_exporter,0.029405934127262195,b6_b8_lambda10,legacy,0.005889680217640528,4.992789598183403,True,True
1000.0,1e+24,8192,exponential,pubmed_central,0.16550400330565238,b6_b8_lambda10,legacy,0.11375419104995738,1.454926642948637,True,True
1000.0,1e+24,8192,exponential,wikipedia_en,0.049937687030442955,b6_b8_lambda10,legacy,0.07507775607969777,0.6651462382204428,True,True
1000.0,1e+24,8192,exponential,dm_mathematics,0.012591708992774536,b6_b8_lambda10,legacy,0.02546285409735114,0.49451286743556494,True,True
1000.0,1e+24,8192,exponential,github,0.06178917752532988,b6_b8_lambda10,legacy,0.11070066006999096,0.5581644904941254,True,True
1000.0,1e+24,8192,exponential,philpapers,0.014021991276916279,b6_b8_lambda10,legacy,0.005487697351757549,2.555168475613081,True,True
1000.0,1e+24,8192,exponential,stackexchange,0.1788939851995904,b6_b8_lambda10,legacy,0.09943242344369017,1.7991514136321973,True,True
1000.0,1e+24,8192,exponential,enron_emails,0.028298719784475256,b6_b8_lambda10,legacy,0.0022110330440804327,12.798867868682024,True,True
1000.0,1e+24,8192,exponential,gutenberg_pg_19,0.03564976629074842,b6_b8_lambda10,legacy,0.04691494424769629,0.7598808196920955,True,True
1000.0,1e+24,8192,exponential,pile_cc,0.010133798080137427,b6_b8_lambda10,legacy,0.11948759779117796,0.08481045955788416,True,True
1000.0,1e+24,8192,exponential,ubuntu_irc,0.04324599147271763,b6_b8_lambda10,legacy,0.019599998284382344,2.2064283294951545,True,True
1000.0,1e+24,8192,exponential,europarl,0.001114348299323038,b6_b8_lambda10,legacy,0.012737064754468426,0.0874886263675547,True,True
1000.0,1e+24,8192,exponential,hackernews,0.034527803074249616,b6_b8_lambda10,legacy,0.01165082237856243,2.963550722203176,True,True
1000.0,1e+24,8192,exponential,pubmed_abstracts,0.027986679263211748,b6_b8_lambda10,legacy,0.06618116611255062,0.42287981471369607,True,True
1000.0,1e+24,8192,exponential,uspto_backgrounds,0.023729746458596532,b6_b8_lambda10,legacy,0.07556475309321728,0.31403194594341266,True,True
10000.0,1e+25,8192,exponential,arxiv,0.140005922718649,b6_b8_lambda10,legacy,0.11302252583217468,1.238743530882875,True,True
10000.0,1e+25,8192,exponential,freelaw,0.1429027871092568,b6_b8_lambda10,legacy,0.09682483215160405,1.4758898511231697,True,True
10000.0,1e+25,8192,exponential,nih_exporter,0.02942825651659731,b6_b8_lambda10,legacy,0.005889680217640528,4.996579683300123,True,True
10000.0,1e+25,8192,exponential,pubmed_central,0.165524484273699,b6_b8_lambda10,legacy,0.11375419104995738,1.4551066887813011,True,True
10000.0,1e+25,8192,exponential,wikipedia_en,0.04992123760704563,b6_b8_lambda10,legacy,0.07507775607969777,0.6649271397250128,True,True
10000.0,1e+25,8192,exponential,dm_mathematics,0.012787351229181478,b6_b8_lambda10,legacy,0.02546285409735114,0.5021963044791481,True,True
10000.0,1e+25,8192,exponential,github,0.06188480667666961,b6_b8_lambda10,legacy,0.11070066006999096,0.5590283439822552,True,True
10000.0,1e+25,8192,exponential,philpapers,0.01397929606724,b6_b8_lambda10,legacy,0.005487697351757549,2.5473883071854977,True,True
10000.0,1e+25,8192,exponential,stackexchange,0.17892262014137136,b6_b8_lambda10,legacy,0.09943242344369017,1.799439397579377,True,True
10000.0,1e+25,8192,exponential,enron_emails,0.028307453775945023,b6_b8_lambda10,legacy,0.0022110330440804327,12.802818054543403,True,True
10000.0,1e+25,8192,exponential,gutenberg_pg_19,0.03562147831410068,b6_b8_lambda10,legacy,0.04691494424769629,0.7592778566682372,True,True
10000.0,1e+25,8192,exponential,pile_cc,0.01012079675964115,b6_b8_lambda10,legacy,0.11948759779117796,0.08470165060418004,True,True
10000.0,1e+25,8192,exponential,ubuntu_irc,0.04327783434142161,b6_b8_lambda10,legacy,0.019599998284382344,2.2080529657957277,True,True
10000.0,1e+25,8192,exponential,europarl,0.0011205992872416384,b6_b8_lambda10,legacy,0.012737064754468426,0.08797939783171072,True,True
10000.0,1e+25,8192,exponential,hackernews,0.034551164381808816,b6_b8_lambda10,legacy,0.01165082237856243,2.9655558431122535,True,True
10000.0,1e+25,8192,exponential,pubmed_abstracts,0.027898480346047732,b6_b8_lambda10,legacy,0.06618116611255062,0.4215471256369575,True,True
10000.0,1e+25,8192,exponential,uspto_backgrounds,0.02374543045408322,b6_b8_lambda10,legacy,0.07556475309321728,0.3142395029702627,True,True
31622.7766,3.16227766e+25,8192,exponential,arxiv,0.1403021881760057,b6_b8_lambda10,legacy,0.11302252583217468,1.2413648265509316,True,True
31622.7766,3.16227766e+25,8192,exponential,freelaw,0.14287879481760388,b6_b8_lambda10,legacy,0.09682483215160405,1.4756420604364235,True,True
31622.7766,3.16227766e+25,8192,exponential,nih_exporter,0.0293839317629456,b6_b8_lambda10,legacy,0.005889680217640528,4.989053849636192,True,True
31622.7766,3.16227766e+25,8192,exponential,pubmed_central,0.16550607184720564,b6_b8_lambda10,legacy,0.11375419104995738,1.454944827259335,True,True
31622.7766,3.16227766e+25,8192,exponential,wikipedia_en,0.04991670792046793,b6_b8_lambda10,legacy,0.07507775607969777,0.6648668064543581,True,True
31622.7766,3.16227766e+25,8192,exponential,dm_mathematics,0.012549676555799926,b6_b8_lambda10,legacy,0.02546285409735114,0.4928621319440168,True,True
31622.7766,3.16227766e+25,8192,exponential,github,0.06175672370386666,b6_b8_lambda10,legacy,0.11070066006999096,0.5578713231232831,True,True
31622.7766,3.16227766e+25,8192,exponential,philpapers,0.013991351451506397,b6_b8_lambda10,legacy,0.005487697351757549,2.5495851091396973,True,True
31622.7766,3.16227766e+25,8192,exponential,stackexchange,0.17890218216264422,b6_b8_lambda10,legacy,0.09943242344369017,1.7992338511588102,True,True
31622.7766,3.16227766e+25,8192,exponential,enron_emails,0.028280530492450183,b6_b8_lambda10,legacy,0.0022110330440804327,12.790641265251663,True,True
31622.7766,3.16227766e+25,8192,exponential,gutenberg_pg_19,0.03561246088956067,b6_b8_lambda10,legacy,0.04691494424769629,0.7590856487335458,True,True
31622.7766,3.16227766e+25,8192,exponential,pile_cc,0.010169696521887036,b6_b8_lambda10,legacy,0.11948759779117796,0.08511089610873313,True,True
31622.7766,3.16227766e+25,8192,exponential,ubuntu_irc,0.043225641026915645,b6_b8_lambda10,legacy,0.019599998284382344,2.2053900413531498,True,True
31622.7766,3.16227766e+25,8192,exponential,europarl,0.0010077351551980127,b6_b8_lambda10,legacy,0.012737064754468426,0.07911831922221156,True,True
31622.7766,3.16227766e+25,8192,exponential,hackernews,0.03450469363861235,b6_b8_lambda10,legacy,0.01165082237856243,2.9615672196755107,True,True
31622.7766,3.16227766e+25,8192,exponential,pubmed_abstracts,0.027953441208806877,b6_b8_lambda10,legacy,0.06618116611255062,0.4223775864158697,True,True
31622.7766,3.16227766e+25,8192,exponential,uspto_backgrounds,0.024058172668523326,b6_b8_lambda10,legacy,0.07556475309321728,0.3183782343448535,True,True
100000.0,1e+26,32768,exponential,arxiv,0.14026605324414806,b6_b8_lambda10,legacy,0.11302252583217468,1.2410451121259392,True,True
100000.0,1e+26,32768,exponential,freelaw,0.1428799101211279,b6_b8_lambda10,legacy,0.09682483215160405,1.4756535792121266,True,True
100000.0,1e+26,32768,exponential,nih_exporter,0.029387297742371508,b6_b8_lambda10,legacy,0.005889680217640528,4.989625354251302,True,True
100000.0,1e+26,32768,exponential,pubmed_central,0.16550800176066727,b6_b8_lambda10,legacy,0.11375419104995738,1.4549617929064362,True,True
100000.0,1e+26,32768,exponential,wikipedia_en,0.04991477228277224,b6_b8_lambda10,legacy,0.07507775607969777,0.664841024680944,True,True
100000.0,1e+26,32768,exponential,dm_mathematics,0.01257155209417122,b6_b8_lambda10,legacy,0.02546285409735114,0.4937212476695225,True,True
100000.0,1e+26,32768,exponential,github,0.06176513757266011,b6_b8_lambda10,legacy,0.11070066006999096,0.5579473287115798,True,True
100000.0,1e+26,32768,exponential,philpapers,0.013983074337042226,b6_b8_lambda10,legacy,0.005487697351757549,2.5480768053952274,True,True
100000.0,1e+26,32768,exponential,stackexchange,0.17890089436349862,b6_b8_lambda10,legacy,0.09943242344369017,1.79922089965767,True,True
100000.0,1e+26,32768,exponential,enron_emails,0.028282225801950597,b6_b8_lambda10,legacy,0.0022110330440804327,12.791408015212706,True,True
100000.0,1e+26,32768,exponential,gutenberg_pg_19,0.03561106334586434,b6_b8_lambda10,legacy,0.04691494424769629,0.759055859852439,True,True
100000.0,1e+26,32768,exponential,pile_cc,0.010167791489265096,b6_b8_lambda10,legacy,0.11948759779117796,0.0850949527584846,True,True
100000.0,1e+26,32768,exponential,ubuntu_irc,0.04322430228072271,b6_b8_lambda10,legacy,0.019599998284382344,2.2053217379699803,True,True
100000.0,1e+26,32768,exponential,europarl,0.0010077390705331558,b6_b8_lambda10,legacy,0.012737064754468426,0.079118626619184,True,True
100000.0,1e+26,32768,exponential,hackernews,0.034505333061592744,b6_b8_lambda10,legacy,0.01165082237856243,2.9616221018940885,True,True
100000.0,1e+26,32768,exponential,pubmed_abstracts,0.027955007313523544,b6_b8_lambda10,legacy,0.06618116611255062,0.42240125031919235,True,True
100000.0,1e+26,32768,exponential,uspto_backgrounds,0.024069844118088605,b6_b8_lambda10,legacy,0.07556475309321728,0.31853269061034123,True,True
1000000.0,1e+27,131072,exponential,arxiv,0.14029851072727048,b6_b8_lambda10,legacy,0.11302252583217468,1.2413322892429202,True,True
1000000.0,1e+27,131072,exponential,freelaw,0.14291930783363296,b6_b8_lambda10,legacy,0.09682483215160405,1.4760604759929377,True,True
1000000.0,1e+27,131072,exponential,nih_exporter,0.029374024289313044,b6_b8_lambda10,legacy,0.005889680217640528,4.987371674498247,True,True
1000000.0,1e+27,131072,exponential,pubmed_central,0.16554377744993948,b6_b8_lambda10,legacy,0.11375419104995738,1.4552762928729166,True,True
1000000.0,1e+27,131072,exponential,wikipedia_en,0.04992279992193858,b6_b8_lambda10,legacy,0.07507775607969777,0.6649479490162666,True,True
1000000.0,1e+27,131072,exponential,dm_mathematics,0.012378197199082397,b6_b8_lambda10,legacy,0.02546285409735114,0.4861276411417713,True,True
1000000.0,1e+27,131072,exponential,github,0.06173994733304455,b6_b8_lambda10,legacy,0.11070066006999096,0.5577197759616718,True,True
1000000.0,1e+27,131072,exponential,philpapers,0.013962085411928102,b6_b8_lambda10,legacy,0.005487697351757549,2.544252081878468,True,True
1000000.0,1e+27,131072,exponential,stackexchange,0.17894442157768103,b6_b8_lambda10,legacy,0.09943242344369017,1.7996586564041608,True,True
1000000.0,1e+27,131072,exponential,enron_emails,0.02827479307749516,b6_b8_lambda10,legacy,0.0022110330440804327,12.788046362850551,True,True
1000000.0,1e+27,131072,exponential,gutenberg_pg_19,0.03560489009152576,b6_b8_lambda10,legacy,0.04691494424769629,0.7589242758883615,True,True
1000000.0,1e+27,131072,exponential,pile_cc,0.010331082929884546,b6_b8_lambda10,legacy,0.11948759779117796,0.08646155015970464,True,True
1000000.0,1e+27,131072,exponential,ubuntu_irc,0.04322496153595173,b6_b8_lambda10,legacy,0.019599998284382344,2.205355373443793,True,True
1000000.0,1e+27,131072,exponential,europarl,0.0010077322126618132,b6_b8_lambda10,legacy,0.012737064754468426,0.0791180882006806,True,True
1000000.0,1e+27,131072,exponential,hackernews,0.034493154111356526,b6_b8_lambda10,legacy,0.01165082237856243,2.960576772230611,True,True
1000000.0,1e+27,131072,exponential,pubmed_abstracts,0.027930913205556858,b6_b8_lambda10,legacy,0.06618116611255062,0.4220371874085191,True,True
1000000.0,1e+27,131072,exponential,uspto_backgrounds,0.024049401091737043,b6_b8_lambda10,legacy,0.07556475309321728,0.3182621540769082,True,True
0.01,1e+19,4096,power,arxiv,0.1443746724754001,b6_b8_lambda10,legacy,0.11302252583217468,1.2773973277661457,True,True
0.01,1e+19,4096,power,freelaw,0.1488210275359159,b6_b8_lambda10,legacy,0.09682483215160405,1.5370130185498128,True,True
0.01,1e+19,4096,power,nih_exporter,0.03618445971389143,b6_b8_lambda10,legacy,0.005889680217640528,6.143705324698821,True,True
0.01,1e+19,4096,power,pubmed_central,0.1697763158293651,b6_b8_lambda10,legacy,0.11375419104995738,1.492484050585921,True,True
0.01,1e+19,4096,power,wikipedia_en,0.04948460241301988,b6_b8_lambda10,legacy,0.07507775607969777,0.6591113666275558,True,True
0.01,1e+19,4096,power,dm_mathematics,0.010205026366355067,b6_b8_lambda10,legacy,0.02546285409735114,0.4007809308154768,True,True
0.01,1e+19,4096,power,github,0.05541840009145366,b6_b8_lambda10,legacy,0.11070066006999096,0.500614901992591,True,True
0.01,1e+19,4096,power,philpapers,0.012773405430461106,b6_b8_lambda10,legacy,0.005487697351757549,2.327643929993726,True,True
0.01,1e+19,4096,power,stackexchange,0.1719188149771579,b6_b8_lambda10,legacy,0.09943242344369017,1.729001557268869,True,True
0.01,1e+19,4096,power,enron_emails,0.023509149483564657,b6_b8_lambda10,legacy,0.0022110330440804327,10.632654064807113,True,True
0.01,1e+19,4096,power,gutenberg_pg_19,0.03605763781429752,b6_b8_lambda10,legacy,0.04691494424769629,0.7685746704488111,True,True
0.01,1e+19,4096,power,pile_cc,0.006819433585324338,b6_b8_lambda10,legacy,0.11948759779117796,0.057072313038230925,True,True
0.01,1e+19,4096,power,ubuntu_irc,0.0428424086698905,b6_b8_lambda10,legacy,0.019599998284382344,2.185837368364882,True,True
0.01,1e+19,4096,power,europarl,0.0017777709531843905,b6_b8_lambda10,legacy,0.012737064754468426,0.13957461844266056,True,True
0.01,1e+19,4096,power,hackernews,0.03407633921060366,b6_b8_lambda10,legacy,0.01165082237856243,2.924801194575268,True,True
0.01,1e+19,4096,power,pubmed_abstracts,0.0277582415466242,b6_b8_lambda10,legacy,0.06618116611255062,0.41942811191052914,True,True
0.01,1e+19,4096,power,uspto_backgrounds,0.0282022939034905,b6_b8_lambda10,legacy,0.07556475309321728,0.37322022171765623,True,True
0.1,1e+20,8192,power,arxiv,0.1412126684567343,b6_b8_lambda10,legacy,0.11302252583217468,1.2494205683070534,True,True
0.1,1e+20,8192,power,freelaw,0.1428570538921117,b6_b8_lambda10,legacy,0.09682483215160405,1.4754175216997272,True,True
0.1,1e+20,8192,power,nih_exporter,0.02903644565285985,b6_b8_lambda10,legacy,0.005889680217640528,4.930054702442262,True,True
0.1,1e+20,8192,power,pubmed_central,0.16543931943347617,b6_b8_lambda10,legacy,0.11375419104995738,1.4543580144736845,True,True
0.1,1e+20,8192,power,wikipedia_en,0.04977575047541039,b6_b8_lambda10,legacy,0.07507775607969777,0.662989320333064,True,True
0.1,1e+20,8192,power,dm_mathematics,0.012459714992663847,b6_b8_lambda10,legacy,0.02546285409735114,0.48932908090456406,True,True
0.1,1e+20,8192,power,github,0.06180433765094334,b6_b8_lambda10,legacy,0.11070066006999096,0.5583014375150726,True,True
0.1,1e+20,8192,power,philpapers,0.01398666642960266,b6_b8_lambda10,legacy,0.005487697351757549,2.5487313773094904,True,True
0.1,1e+20,8192,power,stackexchange,0.17855126964721676,b6_b8_lambda10,legacy,0.09943242344369017,1.795704695343492,True,True
0.1,1e+20,8192,power,enron_emails,0.028098607272698677,b6_b8_lambda10,legacy,0.0022110330440804327,12.708361527172412,True,True
0.1,1e+20,8192,power,gutenberg_pg_19,0.035195091814139545,b6_b8_lambda10,legacy,0.04691494424769629,0.7501893560465601,True,True
0.1,1e+20,8192,power,pile_cc,0.010877792025069506,b6_b8_lambda10,legacy,0.11948759779117796,0.09103699652645154,True,True
0.1,1e+20,8192,power,ubuntu_irc,0.042429901733875425,b6_b8_lambda10,legacy,0.019599998284382344,2.1647910942770023,True,True
0.1,1e+20,8192,power,europarl,0.0010897521020443682,b6_b8_lambda10,legacy,0.012737064754468426,0.08555755372618802,True,True
0.1,1e+20,8192,power,hackernews,0.035400556656239375,b6_b8_lambda10,legacy,0.01165082237856243,3.03845990488848,True,True
0.1,1e+20,8192,power,pubmed_abstracts,0.028464422797790656,b6_b8_lambda10,legacy,0.06618116611255062,0.430098538145774,True,True
0.1,1e+20,8192,power,uspto_backgrounds,0.02332064896712328,b6_b8_lambda10,legacy,0.07556475309321728,0.3086180793624078,True,True
1.0,1e+21,8192,power,arxiv,0.16264192826893073,b6_b8_lambda10,legacy,0.11302252583217468,1.4390222397828474,True,True
1.0,1e+21,8192,power,freelaw,0.1903199249862325,b6_b8_lambda10,legacy,0.09682483215160405,1.965610688467169,True,True
1.0,1e+21,8192,power,nih_exporter,0.006992105189346169,b6_b8_lambda10,legacy,0.005889680217640528,1.187179087992537,True,True
1.0,1e+21,8192,power,pubmed_central,0.13940477047910083,b6_b8_lambda10,legacy,0.11375419104995738,1.2254912912868283,True,True
1.0,1e+21,8192,power,wikipedia_en,0.05460888245859305,b6_b8_lambda10,legacy,0.07507775607969777,0.7273643394539354,True,True
1.0,1e+21,8192,power,dm_mathematics,0.013532803893291864,b6_b8_lambda10,legacy,0.02546285409735114,0.5314723888199029,True,True
1.0,1e+21,8192,power,github,0.06952385205821213,b6_b8_lambda10,legacy,0.11070066006999096,0.6280346658660877,True,True
1.0,1e+21,8192,power,philpapers,0.005527985031430783,b6_b8_lambda10,legacy,0.005487697351757549,1.0073414543643395,True,True
1.0,1e+21,8192,power,stackexchange,0.18142029961499515,b6_b8_lambda10,legacy,0.09943242344369017,1.8245587639502292,True,True
1.0,1e+21,8192,power,enron_emails,0.0027779216888230117,b6_b8_lambda10,legacy,0.0022110330440804327,1.2563908514439899,True,True
1.0,1e+21,8192,power,gutenberg_pg_19,0.03734995297564636,b6_b8_lambda10,legacy,0.04691494424769629,0.7961205874710252,True,True
1.0,1e+21,8192,power,pile_cc,0.007575167583079739,b6_b8_lambda10,legacy,0.11948759779117796,0.0633971033237981,True,True
1.0,1e+21,8192,power,ubuntu_irc,0.033338042991507943,b6_b8_lambda10,legacy,0.019599998284382344,1.700920709675385,True,True
1.0,1e+21,8192,power,europarl,0.003663068825146859,b6_b8_lambda10,legacy,0.012737064754468426,0.2875912854146226,True,True
